"","domain","phylum","class","order","family","genus","otu"
"OTU_745","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_745"
"OTU_1634","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_1634"
"OTU_695","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","OTU_695"
"OTU_610","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_610"
"OTU_1331","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","unclassified_Coriobacteriaceae","OTU_1331"
"OTU_1745","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1745"
"OTU_1624","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1624"
"OTU_780","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_780"
"OTU_1922","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1922"
"OTU_976","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_incertae_sedis","OTU_976"
"OTU_1051","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa","OTU_1051"
"OTU_1693","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Anaerofustis","OTU_1693"
"OTU_807","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_807"
"OTU_1829","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1829"
"OTU_816","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_816"
"OTU_1752","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1752"
"OTU_1539","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1539"
"OTU_1854","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1854"
"OTU_1520","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","OTU_1520"
"OTU_1398","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","OTU_1398"
"OTU_749","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_749"
"OTU_131","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","OTU_131"
"OTU_320","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_320"
"OTU_222","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","unclassified_Prevotellaceae","OTU_222"
"OTU_157","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_157"
"OTU_490","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_490"
"OTU_216","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_216"
"OTU_180","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_180"
"OTU_406","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","OTU_406"
"OTU_813","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_813"
"OTU_1547","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiracea_incertae_sedis","OTU_1547"
"OTU_765","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_765"
"OTU_292","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_292"
"OTU_168","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_168"
"OTU_492","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_492"
"OTU_458","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","OTU_458"
"OTU_417","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Howardella","OTU_417"
"OTU_270","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_270"
"OTU_1120","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_1120"
"OTU_428","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Eggerthella","OTU_428"
"OTU_1295","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia","OTU_1295"
"OTU_426","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_426"
"OTU_684","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_684"
"OTU_221","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","OTU_221"
"OTU_1486","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudoflavonifractor","OTU_1486"
"OTU_122","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","OTU_122"
"OTU_1419","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1419"
"OTU_604","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","unclassified_Erysipelotrichaceae","OTU_604"
"OTU_810","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_810"
"OTU_449","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_449"
"OTU_1149","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1149"
"OTU_803","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_803"
"OTU_456","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_456"
"OTU_666","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","unclassified_Coriobacteriaceae","OTU_666"
"OTU_936","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_936"
"OTU_315","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_315"
"OTU_316","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_316"
"OTU_223","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_223"
"OTU_1170","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","unclassified_Flavobacteriales","unclassified_Flavobacteriales","OTU_1170"
"OTU_1104","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","OTU_1104"
"OTU_467","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_467"
"OTU_572","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_572"
"OTU_390","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_390"
"OTU_1037","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1037"
"OTU_388","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_388"
"OTU_1199","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1199"
"OTU_706","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_706"
"OTU_715","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_715"
"OTU_1462","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1462"
"OTU_394","Bacteria","Verrucomicrobia","Opitutae","unclassified_Opitutae","unclassified_Opitutae","unclassified_Opitutae","OTU_394"
"OTU_1299","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1299"
"OTU_1208","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1208"
"OTU_371","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","OTU_371"
"OTU_585","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_585"
"OTU_1813","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","Pelospora","OTU_1813"
"OTU_1100","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1100"
"OTU_280","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_280"
"OTU_829","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_829"
"OTU_473","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_473"
"OTU_697","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_697"
"OTU_373","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_373"
"OTU_1545","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_1545"
"OTU_1326","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","OTU_1326"
"OTU_543","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_543"
"OTU_830","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_830"
"OTU_1262","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1262"
"OTU_969","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Collinsella","OTU_969"
"OTU_329","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","OTU_329"
"OTU_178","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_178"
"OTU_723","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_723"
"OTU_1396","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1396"
"OTU_1215","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1215"
"OTU_1330","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1330"
"OTU_760","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_760"
"OTU_996","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_996"
"OTU_1519","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1519"
"OTU_1086","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1086"
"OTU_1233","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1233"
"OTU_938","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_938"
"OTU_1643","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1643"
"OTU_1732","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1732"
"OTU_19","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_19"
"OTU_1748","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1748"
"OTU_734","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_734"
"OTU_487","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_487"
"OTU_391","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","OTU_391"
"OTU_1531","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","OTU_1531"
"OTU_427","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_427"
"OTU_1281","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1281"
"OTU_1690","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_1690"
"OTU_53","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","OTU_53"
"OTU_620","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_620"
"OTU_1002","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1002"
"OTU_240","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_240"
"OTU_753","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_753"
"OTU_1275","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1275"
"OTU_1371","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb","OTU_1371"
"OTU_927","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_927"
"OTU_1871","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","OTU_1871"
"OTU_627","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_627"
"OTU_671","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_671"
"OTU_885","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_885"
"OTU_1775","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1775"
"OTU_1374","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1374"
"OTU_1197","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor","OTU_1197"
"OTU_1145","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1145"
"OTU_964","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_964"
"OTU_1685","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb","OTU_1685"
"OTU_1372","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1372"
"OTU_1439","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","OTU_1439"
"OTU_966","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","OTU_966"
"OTU_1243","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1243"
"OTU_1637","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Olsenella","OTU_1637"
"OTU_1189","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1189"
"OTU_1122","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1122"
"OTU_1403","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Sporobacter","OTU_1403"
"OTU_895","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_895"
"OTU_681","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","OTU_681"
"OTU_668","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_668"
"OTU_1158","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1158"
"OTU_1633","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1633"
"OTU_1183","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","OTU_1183"
"OTU_1272","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1272"
"OTU_630","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_630"
"OTU_1058","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Gordonibacter","OTU_1058"
"OTU_746","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_746"
"OTU_358","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_358"
"OTU_1872","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1872"
"OTU_896","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_896"
